policy_name,policy_label,same_week_service_pct,fill_rate_pct,final_backlog_units,peak_backlog_units,total_cost,classical_total_kgCO2e,time_dependent_dlca_total_kgCO2e,dynamic_total_kgCO2e,sddlca_total_kgCO2e,hidden_carbon_vs_td_dlca,hidden_carbon_vs_dynamic,hidden_carbon_vs_classical
rt68_rr22_fg24_bq12_air3_6_ca,RT68 RR22 FG24 BQ12 Air3/6 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr22_fg24_bq12_air5_8_std,RT68 RR22 FG24 BQ12 Air5/8 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr22_fg24_bq12_air5_8_ca,RT68 RR22 FG24 BQ12 Air5/8 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr22_fg24_bq12_air8_12_std,RT68 RR22 FG24 BQ12 Air8/12 STD,98.13,100.0,0.0,12.64,43423.84,20158.33,20046.0,20046.0,21781.35,1735.34,1735.34,1623.02
rt68_rr22_fg24_bq12_air8_12_ca,RT68 RR22 FG24 BQ12 Air8/12 CA,94.5,100.0,0.0,31.16,52406.66,20236.3,19987.11,19987.11,23273.85,3286.74,3286.74,3037.55
rt68_rr22_fg24_bq14_air1_3_std,RT68 RR22 FG24 BQ14 Air1/3 STD,98.13,100.0,0.0,12.64,44694.15,20178.99,20068.93,20068.93,22376.66,2307.73,2307.73,2197.67
rt68_rr22_fg24_bq14_air1_3_ca,RT68 RR22 FG24 BQ14 Air1/3 CA,94.47,100.0,0.0,31.34,52842.67,20244.65,19993.78,19993.78,23457.7,3463.92,3463.92,3213.05
rt68_rr22_fg24_bq14_air3_6_std,RT68 RR22 FG24 BQ14 Air3/6 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr22_fg24_bq14_air3_6_ca,RT68 RR22 FG24 BQ14 Air3/6 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr22_fg24_bq14_air5_8_std,RT68 RR22 FG24 BQ14 Air5/8 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr22_fg24_bq14_air5_8_ca,RT68 RR22 FG24 BQ14 Air5/8 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr22_fg24_bq14_air8_12_std,RT68 RR22 FG24 BQ14 Air8/12 STD,98.13,100.0,0.0,12.64,43423.84,20158.33,20046.0,20046.0,21781.35,1735.34,1735.34,1623.02
rt68_rr22_fg24_bq14_air8_12_ca,RT68 RR22 FG24 BQ14 Air8/12 CA,94.5,100.0,0.0,31.16,52406.66,20236.3,19987.11,19987.11,23273.85,3286.74,3286.74,3037.55
rt68_rr22_fg24_bq16_air1_3_std,RT68 RR22 FG24 BQ16 Air1/3 STD,98.13,100.0,0.0,12.64,44694.15,20178.99,20068.93,20068.93,22376.66,2307.73,2307.73,2197.67
rt68_rr22_fg24_bq16_air1_3_ca,RT68 RR22 FG24 BQ16 Air1/3 CA,94.47,100.0,0.0,31.34,52842.67,20244.65,19993.78,19993.78,23457.7,3463.92,3463.92,3213.05
rt68_rr22_fg24_bq16_air3_6_std,RT68 RR22 FG24 BQ16 Air3/6 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr22_fg24_bq16_air3_6_ca,RT68 RR22 FG24 BQ16 Air3/6 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr22_fg24_bq16_air5_8_std,RT68 RR22 FG24 BQ16 Air5/8 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr22_fg24_bq16_air5_8_ca,RT68 RR22 FG24 BQ16 Air5/8 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr22_fg24_bq16_air8_12_std,RT68 RR22 FG24 BQ16 Air8/12 STD,98.13,100.0,0.0,12.64,43423.84,20158.33,20046.0,20046.0,21781.35,1735.34,1735.34,1623.02
rt68_rr22_fg24_bq16_air8_12_ca,RT68 RR22 FG24 BQ16 Air8/12 CA,94.5,100.0,0.0,31.16,52406.66,20236.3,19987.11,19987.11,23273.85,3286.74,3286.74,3037.55
rt68_rr26_fg12_bq10_air1_3_std,RT68 RR26 FG12 BQ10 Air1/3 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr26_fg12_bq10_air1_3_ca,RT68 RR26 FG12 BQ10 Air1/3 CA,93.1,100.0,0.0,39.85,57275.83,19946.83,19653.13,19653.13,23746.7,4093.57,4093.57,3799.87
rt68_rr26_fg12_bq10_air3_6_std,RT68 RR26 FG12 BQ10 Air3/6 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr26_fg12_bq10_air3_6_ca,RT68 RR26 FG12 BQ10 Air3/6 CA,93.11,100.0,0.0,39.8,57037.47,19942.72,19650.84,19650.84,23647.42,3996.58,3996.58,3704.7
rt68_rr26_fg12_bq10_air5_8_std,RT68 RR26 FG12 BQ10 Air5/8 STD,95.57,100.0,0.0,24.5,48855.51,19885.3,19728.22,19728.22,23028.77,3300.55,3300.55,3143.47
rt68_rr26_fg12_bq10_air5_8_ca,RT68 RR26 FG12 BQ10 Air5/8 CA,93.11,100.0,0.0,39.8,56769.72,19938.58,19644.99,19644.99,23514.56,3869.57,3869.57,3575.98
rt68_rr26_fg12_bq10_air8_12_std,RT68 RR26 FG12 BQ10 Air8/12 STD,95.57,100.0,0.0,24.5,47663.1,19864.84,19712.02,19712.02,22462.77,2750.75,2750.75,2597.93
rt68_rr26_fg12_bq10_air8_12_ca,RT68 RR26 FG12 BQ10 Air8/12 CA,93.12,100.0,0.0,39.75,56592.23,19934.46,19641.61,19641.61,23441.92,3800.31,3800.31,3507.46
rt68_rr26_fg12_bq12_air1_3_std,RT68 RR26 FG12 BQ12 Air1/3 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr26_fg12_bq12_air1_3_ca,RT68 RR26 FG12 BQ12 Air1/3 CA,93.1,100.0,0.0,39.85,57275.83,19946.83,19653.13,19653.13,23746.7,4093.57,4093.57,3799.87
rt68_rr26_fg12_bq12_air3_6_std,RT68 RR26 FG12 BQ12 Air3/6 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr26_fg12_bq12_air3_6_ca,RT68 RR26 FG12 BQ12 Air3/6 CA,93.11,100.0,0.0,39.8,57037.47,19942.72,19650.84,19650.84,23647.42,3996.58,3996.58,3704.7
rt68_rr26_fg12_bq12_air5_8_std,RT68 RR26 FG12 BQ12 Air5/8 STD,95.57,100.0,0.0,24.5,48855.51,19885.3,19728.22,19728.22,23028.77,3300.55,3300.55,3143.47
rt68_rr26_fg12_bq12_air5_8_ca,RT68 RR26 FG12 BQ12 Air5/8 CA,93.11,100.0,0.0,39.8,56769.72,19938.58,19644.99,19644.99,23514.56,3869.57,3869.57,3575.98
rt68_rr26_fg12_bq12_air8_12_std,RT68 RR26 FG12 BQ12 Air8/12 STD,95.57,100.0,0.0,24.5,47663.1,19864.84,19712.02,19712.02,22462.77,2750.75,2750.75,2597.93
rt68_rr26_fg12_bq12_air8_12_ca,RT68 RR26 FG12 BQ12 Air8/12 CA,93.12,100.0,0.0,39.75,56592.23,19934.46,19641.61,19641.61,23441.92,3800.31,3800.31,3507.46
rt68_rr26_fg12_bq14_air1_3_std,RT68 RR26 FG12 BQ14 Air1/3 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr26_fg12_bq14_air1_3_ca,RT68 RR26 FG12 BQ14 Air1/3 CA,93.1,100.0,0.0,39.85,57275.83,19946.83,19653.13,19653.13,23746.7,4093.57,4093.57,3799.87
rt68_rr26_fg12_bq14_air3_6_std,RT68 RR26 FG12 BQ14 Air3/6 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr26_fg12_bq14_air3_6_ca,RT68 RR26 FG12 BQ14 Air3/6 CA,93.11,100.0,0.0,39.8,57037.47,19942.72,19650.84,19650.84,23647.42,3996.58,3996.58,3704.7
rt68_rr26_fg12_bq14_air5_8_std,RT68 RR26 FG12 BQ14 Air5/8 STD,95.57,100.0,0.0,24.5,48855.51,19885.3,19728.22,19728.22,23028.77,3300.55,3300.55,3143.47
rt68_rr26_fg12_bq14_air5_8_ca,RT68 RR26 FG12 BQ14 Air5/8 CA,93.11,100.0,0.0,39.8,56769.72,19938.58,19644.99,19644.99,23514.56,3869.57,3869.57,3575.98
rt68_rr26_fg12_bq14_air8_12_std,RT68 RR26 FG12 BQ14 Air8/12 STD,95.57,100.0,0.0,24.5,47663.1,19864.84,19712.02,19712.02,22462.77,2750.75,2750.75,2597.93
rt68_rr26_fg12_bq14_air8_12_ca,RT68 RR26 FG12 BQ14 Air8/12 CA,93.12,100.0,0.0,39.75,56592.23,19934.46,19641.61,19641.61,23441.92,3800.31,3800.31,3507.46
rt68_rr26_fg12_bq16_air1_3_std,RT68 RR26 FG12 BQ16 Air1/3 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr26_fg12_bq16_air1_3_ca,RT68 RR26 FG12 BQ16 Air1/3 CA,93.1,100.0,0.0,39.85,57275.83,19946.83,19653.13,19653.13,23746.7,4093.57,4093.57,3799.87
rt68_rr26_fg12_bq16_air3_6_std,RT68 RR26 FG12 BQ16 Air3/6 STD,95.5,100.0,0.0,24.96,49155.17,19889.33,19732.23,19732.23,23118.0,3385.77,3385.77,3228.68
rt68_rr26_fg12_bq16_air3_6_ca,RT68 RR26 FG12 BQ16 Air3/6 CA,93.11,100.0,0.0,39.8,57037.47,19942.72,19650.84,19650.84,23647.42,3996.58,3996.58,3704.7
rt68_rr26_fg12_bq16_air5_8_std,RT68 RR26 FG12 BQ16 Air5/8 STD,95.57,100.0,0.0,24.5,48855.51,19885.3,19728.22,19728.22,23028.77,3300.55,3300.55,3143.47
rt68_rr26_fg12_bq16_air5_8_ca,RT68 RR26 FG12 BQ16 Air5/8 CA,93.11,100.0,0.0,39.8,56769.72,19938.58,19644.99,19644.99,23514.56,3869.57,3869.57,3575.98
rt68_rr26_fg12_bq16_air8_12_std,RT68 RR26 FG12 BQ16 Air8/12 STD,95.57,100.0,0.0,24.5,47663.1,19864.84,19712.02,19712.02,22462.77,2750.75,2750.75,2597.93
rt68_rr26_fg12_bq16_air8_12_ca,RT68 RR26 FG12 BQ16 Air8/12 CA,93.12,100.0,0.0,39.75,56592.23,19934.46,19641.61,19641.61,23441.92,3800.31,3800.31,3507.46
rt68_rr26_fg16_bq10_air1_3_std,RT68 RR26 FG16 BQ10 Air1/3 STD,95.8,100.0,0.0,22.96,48792.18,20000.96,19843.03,19843.03,23241.11,3398.08,3398.08,3240.15
rt68_rr26_fg16_bq10_air1_3_ca,RT68 RR26 FG16 BQ10 Air1/3 CA,93.45,100.0,0.0,37.5,56216.35,20053.6,19763.58,19763.58,23732.91,3969.33,3969.33,3679.31
rt68_rr26_fg16_bq10_air3_6_std,RT68 RR26 FG16 BQ10 Air3/6 STD,95.87,100.0,0.0,22.5,48455.1,19996.94,19838.92,19838.92,23124.16,3285.24,3285.24,3127.22
rt68_rr26_fg16_bq10_air3_6_ca,RT68 RR26 FG16 BQ10 Air3/6 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr26_fg16_bq10_air5_8_std,RT68 RR26 FG16 BQ10 Air5/8 STD,95.87,100.0,0.0,22.5,47669.61,19984.59,19829.11,19829.11,22752.85,2923.73,2923.73,2768.25
rt68_rr26_fg16_bq10_air5_8_ca,RT68 RR26 FG16 BQ10 Air5/8 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr26_fg16_bq10_air8_12_std,RT68 RR26 FG16 BQ10 Air8/12 STD,95.87,100.0,0.0,22.5,46747.87,19968.12,19811.57,19811.57,22304.25,2492.67,2492.67,2336.13
rt68_rr26_fg16_bq10_air8_12_ca,RT68 RR26 FG16 BQ10 Air8/12 CA,93.46,100.0,0.0,37.41,55804.27,20045.3,19754.12,19754.12,23560.92,3806.81,3806.81,3515.62
rt68_rr26_fg16_bq12_air1_3_std,RT68 RR26 FG16 BQ12 Air1/3 STD,95.8,100.0,0.0,22.96,48792.18,20000.96,19843.03,19843.03,23241.11,3398.08,3398.08,3240.15
rt68_rr26_fg16_bq12_air1_3_ca,RT68 RR26 FG16 BQ12 Air1/3 CA,93.45,100.0,0.0,37.5,56216.35,20053.6,19763.58,19763.58,23732.91,3969.33,3969.33,3679.31
rt68_rr26_fg16_bq12_air3_6_std,RT68 RR26 FG16 BQ12 Air3/6 STD,95.87,100.0,0.0,22.5,48455.1,19996.94,19838.92,19838.92,23124.16,3285.24,3285.24,3127.22
rt68_rr26_fg16_bq12_air3_6_ca,RT68 RR26 FG16 BQ12 Air3/6 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr26_fg16_bq12_air5_8_std,RT68 RR26 FG16 BQ12 Air5/8 STD,95.87,100.0,0.0,22.5,47669.61,19984.59,19829.11,19829.11,22752.85,2923.73,2923.73,2768.25
rt68_rr26_fg16_bq12_air5_8_ca,RT68 RR26 FG16 BQ12 Air5/8 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr26_fg16_bq12_air8_12_std,RT68 RR26 FG16 BQ12 Air8/12 STD,95.87,100.0,0.0,22.5,46747.87,19968.12,19811.57,19811.57,22304.25,2492.67,2492.67,2336.13
rt68_rr26_fg16_bq12_air8_12_ca,RT68 RR26 FG16 BQ12 Air8/12 CA,93.46,100.0,0.0,37.41,55804.27,20045.3,19754.12,19754.12,23560.92,3806.81,3806.81,3515.62
rt68_rr26_fg16_bq14_air1_3_std,RT68 RR26 FG16 BQ14 Air1/3 STD,95.8,100.0,0.0,22.96,48792.18,20000.96,19843.03,19843.03,23241.11,3398.08,3398.08,3240.15
rt68_rr26_fg16_bq14_air1_3_ca,RT68 RR26 FG16 BQ14 Air1/3 CA,93.45,100.0,0.0,37.5,56216.35,20053.6,19763.58,19763.58,23732.91,3969.33,3969.33,3679.31
rt68_rr26_fg16_bq14_air3_6_std,RT68 RR26 FG16 BQ14 Air3/6 STD,95.87,100.0,0.0,22.5,48455.1,19996.94,19838.92,19838.92,23124.16,3285.24,3285.24,3127.22
rt68_rr26_fg16_bq14_air3_6_ca,RT68 RR26 FG16 BQ14 Air3/6 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr26_fg16_bq14_air5_8_std,RT68 RR26 FG16 BQ14 Air5/8 STD,95.87,100.0,0.0,22.5,47669.61,19984.59,19829.11,19829.11,22752.85,2923.73,2923.73,2768.25
rt68_rr26_fg16_bq14_air5_8_ca,RT68 RR26 FG16 BQ14 Air5/8 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr26_fg16_bq14_air8_12_std,RT68 RR26 FG16 BQ14 Air8/12 STD,95.87,100.0,0.0,22.5,46747.87,19968.12,19811.57,19811.57,22304.25,2492.67,2492.67,2336.13
rt68_rr26_fg16_bq14_air8_12_ca,RT68 RR26 FG16 BQ14 Air8/12 CA,93.46,100.0,0.0,37.41,55804.27,20045.3,19754.12,19754.12,23560.92,3806.81,3806.81,3515.62
rt68_rr26_fg16_bq16_air1_3_std,RT68 RR26 FG16 BQ16 Air1/3 STD,95.8,100.0,0.0,22.96,48792.18,20000.96,19843.03,19843.03,23241.11,3398.08,3398.08,3240.15
rt68_rr26_fg16_bq16_air1_3_ca,RT68 RR26 FG16 BQ16 Air1/3 CA,93.45,100.0,0.0,37.5,56216.35,20053.6,19763.58,19763.58,23732.91,3969.33,3969.33,3679.31
rt68_rr26_fg16_bq16_air3_6_std,RT68 RR26 FG16 BQ16 Air3/6 STD,95.87,100.0,0.0,22.5,48455.1,19996.94,19838.92,19838.92,23124.16,3285.24,3285.24,3127.22
rt68_rr26_fg16_bq16_air3_6_ca,RT68 RR26 FG16 BQ16 Air3/6 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr26_fg16_bq16_air5_8_std,RT68 RR26 FG16 BQ16 Air5/8 STD,95.87,100.0,0.0,22.5,47669.61,19984.59,19829.11,19829.11,22752.85,2923.73,2923.73,2768.25
rt68_rr26_fg16_bq16_air5_8_ca,RT68 RR26 FG16 BQ16 Air5/8 CA,93.45,100.0,0.0,37.5,55990.07,20049.44,19757.35,19757.35,23619.09,3861.74,3861.74,3569.65
rt68_rr26_fg16_bq16_air8_12_std,RT68 RR26 FG16 BQ16 Air8/12 STD,95.87,100.0,0.0,22.5,46747.87,19968.12,19811.57,19811.57,22304.25,2492.67,2492.67,2336.13
rt68_rr26_fg16_bq16_air8_12_ca,RT68 RR26 FG16 BQ16 Air8/12 CA,93.46,100.0,0.0,37.41,55804.27,20045.3,19754.12,19754.12,23560.92,3806.81,3806.81,3515.62
rt68_rr26_fg20_bq10_air1_3_std,RT68 RR26 FG20 BQ10 Air1/3 STD,97.29,100.0,0.0,16.8,45756.57,20075.52,19944.45,19944.45,22514.27,2569.83,2569.83,2438.75
rt68_rr26_fg20_bq10_air1_3_ca,RT68 RR26 FG20 BQ10 Air1/3 CA,94.04,100.0,0.0,33.5,54535.35,20163.2,19890.73,19890.73,23755.4,3864.67,3864.67,3592.2
rt68_rr26_fg20_bq10_air3_6_std,RT68 RR26 FG20 BQ10 Air3/6 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr26_fg20_bq10_air3_6_ca,RT68 RR26 FG20 BQ10 Air3/6 CA,94.06,100.0,0.0,33.41,54310.0,20159.05,19887.5,19887.5,23678.89,3791.39,3791.39,3519.85
rt68_rr26_fg20_bq10_air5_8_std,RT68 RR26 FG20 BQ10 Air5/8 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr26_fg20_bq10_air5_8_ca,RT68 RR26 FG20 BQ10 Air5/8 CA,94.06,100.0,0.0,33.41,54027.41,20154.88,19881.57,19881.57,23538.9,3657.32,3657.32,3384.01
rt68_rr26_fg20_bq10_air8_12_std,RT68 RR26 FG20 BQ10 Air8/12 STD,97.46,100.0,0.0,16.64,44928.62,20058.35,19930.34,19930.34,22096.91,2166.56,2166.56,2038.56
rt68_rr26_fg20_bq10_air8_12_ca,RT68 RR26 FG20 BQ10 Air8/12 CA,94.09,100.0,0.0,33.17,53296.68,20142.43,19870.6,19870.6,23225.34,3354.74,3354.74,3082.91
rt68_rr26_fg20_bq12_air1_3_std,RT68 RR26 FG20 BQ12 Air1/3 STD,97.29,100.0,0.0,16.8,45756.57,20075.52,19944.45,19944.45,22514.27,2569.83,2569.83,2438.75
rt68_rr26_fg20_bq12_air1_3_ca,RT68 RR26 FG20 BQ12 Air1/3 CA,94.04,100.0,0.0,33.5,54535.35,20163.2,19890.73,19890.73,23755.4,3864.67,3864.67,3592.2
rt68_rr26_fg20_bq12_air3_6_std,RT68 RR26 FG20 BQ12 Air3/6 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr26_fg20_bq12_air3_6_ca,RT68 RR26 FG20 BQ12 Air3/6 CA,94.06,100.0,0.0,33.41,54310.0,20159.05,19887.5,19887.5,23678.89,3791.39,3791.39,3519.85
rt68_rr26_fg20_bq12_air5_8_std,RT68 RR26 FG20 BQ12 Air5/8 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr26_fg20_bq12_air5_8_ca,RT68 RR26 FG20 BQ12 Air5/8 CA,94.06,100.0,0.0,33.41,54027.41,20154.88,19881.57,19881.57,23538.9,3657.32,3657.32,3384.01
rt68_rr26_fg20_bq12_air8_12_std,RT68 RR26 FG20 BQ12 Air8/12 STD,97.46,100.0,0.0,16.64,44928.62,20058.35,19930.34,19930.34,22096.91,2166.56,2166.56,2038.56
rt68_rr26_fg20_bq12_air8_12_ca,RT68 RR26 FG20 BQ12 Air8/12 CA,94.09,100.0,0.0,33.17,53296.68,20142.43,19870.6,19870.6,23225.34,3354.74,3354.74,3082.91
rt68_rr26_fg20_bq14_air1_3_std,RT68 RR26 FG20 BQ14 Air1/3 STD,97.29,100.0,0.0,16.8,45756.57,20075.52,19944.45,19944.45,22514.27,2569.83,2569.83,2438.75
rt68_rr26_fg20_bq14_air1_3_ca,RT68 RR26 FG20 BQ14 Air1/3 CA,94.04,100.0,0.0,33.5,54535.35,20163.2,19890.73,19890.73,23755.4,3864.67,3864.67,3592.2
rt68_rr26_fg20_bq14_air3_6_std,RT68 RR26 FG20 BQ14 Air3/6 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr26_fg20_bq14_air3_6_ca,RT68 RR26 FG20 BQ14 Air3/6 CA,94.06,100.0,0.0,33.41,54310.0,20159.05,19887.5,19887.5,23678.89,3791.39,3791.39,3519.85
rt68_rr26_fg20_bq14_air5_8_std,RT68 RR26 FG20 BQ14 Air5/8 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr26_fg20_bq14_air5_8_ca,RT68 RR26 FG20 BQ14 Air5/8 CA,94.06,100.0,0.0,33.41,54027.41,20154.88,19881.57,19881.57,23538.9,3657.32,3657.32,3384.01
rt68_rr26_fg20_bq14_air8_12_std,RT68 RR26 FG20 BQ14 Air8/12 STD,97.46,100.0,0.0,16.64,44928.62,20058.35,19930.34,19930.34,22096.91,2166.56,2166.56,2038.56
rt68_rr26_fg20_bq14_air8_12_ca,RT68 RR26 FG20 BQ14 Air8/12 CA,94.09,100.0,0.0,33.17,53296.68,20142.43,19870.6,19870.6,23225.34,3354.74,3354.74,3082.91
rt68_rr26_fg20_bq16_air1_3_std,RT68 RR26 FG20 BQ16 Air1/3 STD,97.29,100.0,0.0,16.8,45756.57,20075.52,19944.45,19944.45,22514.27,2569.83,2569.83,2438.75
rt68_rr26_fg20_bq16_air1_3_ca,RT68 RR26 FG20 BQ16 Air1/3 CA,94.04,100.0,0.0,33.5,54535.35,20163.2,19890.73,19890.73,23755.4,3864.67,3864.67,3592.2
rt68_rr26_fg20_bq16_air3_6_std,RT68 RR26 FG20 BQ16 Air3/6 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr26_fg20_bq16_air3_6_ca,RT68 RR26 FG20 BQ16 Air3/6 CA,94.06,100.0,0.0,33.41,54310.0,20159.05,19887.5,19887.5,23678.89,3791.39,3791.39,3519.85
rt68_rr26_fg20_bq16_air5_8_std,RT68 RR26 FG20 BQ16 Air5/8 STD,97.45,100.0,0.0,16.64,45137.04,20062.48,19933.89,19933.89,22196.53,2262.64,2262.64,2134.05
rt68_rr26_fg20_bq16_air5_8_ca,RT68 RR26 FG20 BQ16 Air5/8 CA,94.06,100.0,0.0,33.41,54027.41,20154.88,19881.57,19881.57,23538.9,3657.32,3657.32,3384.01
rt68_rr26_fg20_bq16_air8_12_std,RT68 RR26 FG20 BQ16 Air8/12 STD,97.46,100.0,0.0,16.64,44928.62,20058.35,19930.34,19930.34,22096.91,2166.56,2166.56,2038.56
rt68_rr26_fg20_bq16_air8_12_ca,RT68 RR26 FG20 BQ16 Air8/12 CA,94.09,100.0,0.0,33.17,53296.68,20142.43,19870.6,19870.6,23225.34,3354.74,3354.74,3082.91
rt68_rr26_fg24_bq10_air1_3_std,RT68 RR26 FG24 BQ10 Air1/3 STD,98.13,100.0,0.0,12.64,44694.15,20178.99,20068.93,20068.93,22376.66,2307.73,2307.73,2197.67
rt68_rr26_fg24_bq10_air1_3_ca,RT68 RR26 FG24 BQ10 Air1/3 CA,94.47,100.0,0.0,31.34,52842.67,20244.65,19993.78,19993.78,23457.7,3463.92,3463.92,3213.05
rt68_rr26_fg24_bq10_air3_6_std,RT68 RR26 FG24 BQ10 Air3/6 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr26_fg24_bq10_air3_6_ca,RT68 RR26 FG24 BQ10 Air3/6 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr26_fg24_bq10_air5_8_std,RT68 RR26 FG24 BQ10 Air5/8 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr26_fg24_bq10_air5_8_ca,RT68 RR26 FG24 BQ10 Air5/8 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr26_fg24_bq10_air8_12_std,RT68 RR26 FG24 BQ10 Air8/12 STD,98.13,100.0,0.0,12.64,43423.84,20158.33,20046.0,20046.0,21781.35,1735.34,1735.34,1623.02
rt68_rr26_fg24_bq10_air8_12_ca,RT68 RR26 FG24 BQ10 Air8/12 CA,94.5,100.0,0.0,31.16,52406.66,20236.3,19987.11,19987.11,23273.85,3286.74,3286.74,3037.55
rt68_rr26_fg24_bq12_air1_3_std,RT68 RR26 FG24 BQ12 Air1/3 STD,98.13,100.0,0.0,12.64,44694.15,20178.99,20068.93,20068.93,22376.66,2307.73,2307.73,2197.67
rt68_rr26_fg24_bq12_air1_3_ca,RT68 RR26 FG24 BQ12 Air1/3 CA,94.47,100.0,0.0,31.34,52842.67,20244.65,19993.78,19993.78,23457.7,3463.92,3463.92,3213.05
rt68_rr26_fg24_bq12_air3_6_std,RT68 RR26 FG24 BQ12 Air3/6 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr26_fg24_bq12_air3_6_ca,RT68 RR26 FG24 BQ12 Air3/6 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
rt68_rr26_fg24_bq12_air5_8_std,RT68 RR26 FG24 BQ12 Air5/8 STD,98.13,100.0,0.0,12.64,44486.48,20174.84,20065.39,20065.39,22277.0,2211.61,2211.61,2102.16
rt68_rr26_fg24_bq12_air5_8_ca,RT68 RR26 FG24 BQ12 Air5/8 CA,94.47,100.0,0.0,31.34,52611.34,20240.46,19989.92,19989.92,23345.36,3355.43,3355.43,3104.89
