severity,category,record_index,supplier_index,system,component,supplier_name,role_hint,location,normalized_location,country,lat,lon,geocode_provider,geocode_query,description,detail
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,48,17,Bumper version porte,acier,Schroth,tier2_second_transformation,USA,USA,,51.1657,10.4515,cache:nominatim,"Schroth, USA",Harnais de sécurité — sous-ensembles,"lat/lon (51.1657,10.4515) are outside normalized location country USA"
LOW,LOCATION_NONSTANDARD_LABEL,48,18,Bumper version porte,acier,J&C Aero,tier1,Lituanie,Lithuania,,-20.5228026,-54.6480379,nominatim,"J&C Aero, Lituanie",Rétrofit / aménagement cabine (Tier 1),location should be normalized from 'Lituanie' to 'Lithuania'
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,48,18,Bumper version porte,acier,J&C Aero,tier1,Lituanie,Lithuania,,-20.5228026,-54.6480379,nominatim,"J&C Aero, Lituanie",Rétrofit / aménagement cabine (Tier 1),"lat/lon (-20.5228026,-54.6480379) are outside normalized location country Lithuania"
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,48,19,Bumper version porte,acier,Anjou Aéro,tier1,France,France,,39.7837304,-100.4458825,cache:nominatim,"Anjou Aéro, France",Fixations aéronautiques / sous-ensembles mécaniques,"lat/lon (39.7837304,-100.4458825) are outside normalized location country France"
MEDIUM,GEOCODE_PROVIDER_MISSING,48,21,Bumper version porte,acier,Ancra Aircraft,tier1,États-Unis,USA,,34.11167,-117.92529,,"Ancra Aircraft, Californie - USA",Systèmes cargo / aviation (Tier 1),geocode_provider is missing although coordinates may be present
LOW,LOCATION_NONSTANDARD_LABEL,48,21,Bumper version porte,acier,Ancra Aircraft,tier1,États-Unis,USA,,34.11167,-117.92529,,"Ancra Aircraft, Californie - USA",Systèmes cargo / aviation (Tier 1),location should be normalized from 'États-Unis' to 'USA'
LOW,LOCATION_NONSTANDARD_LABEL,48,22,Bumper version porte,acier,TA Aerospace,tier1,Californie - USA,USA,,34.0981156,-117.5480526,nominatim,"TA Aerospace, Californie - USA",Tubes / joints aéronautiques — Tier 1,location should be normalized from 'Californie - USA' to 'USA'
LOW,LOCATION_NONSTANDARD_LABEL,48,25,Bumper version porte,acier,SENIOR AEROSPACE,tier1,Thailande,Thailand,,13.0914,101.0108,manual,"789/115-116 Moo 1, Nongkham, Sriracha, Chonburi 20230, Thailand",Structures / tubes aéronautiques — Tier 1,location should be normalized from 'Thailande' to 'Thailand'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,48,34,Bumper version porte,acier,SAFRAN,oem,France,France,,49.2625,2.003,manual,"ZA de la Reine Blanche, 60149 Saint-Crépin-Ibouvillers, France",OEM (constructeur / intégrateur final),Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,48,35,Bumper version porte,acier,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,48,35,Bumper version porte,acier,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,48,35,Bumper version porte,acier,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,49,1,Ens. Stowage latéral,acier,Saarstahl,tier4_raw_material,Allemagne,Germany,,49.3593951,7.1714727,cache:nominatim,"Saarstahl, Allemagne",Acier brut,location should be normalized from 'Allemagne' to 'Germany'
MEDIUM,ROLE_HINT_VAGUE,49,2,Ens. Stowage latéral,acier,Arcelor Mittal,material,Luxembourg,Luxembourg,,49.579589,6.1108861,cache:nominatim,"Arcelor Mittal, Luxembourg",Matière première – acier primaire,role_hint 'material' is too vague; proposed canonical role: tier4_raw_material_or_tier3_first_transformation
LOW,LOCATION_NONSTANDARD_LABEL,49,3,Ens. Stowage latéral,acier,Krupp,tier3_first_transformation,Allemagne,Germany,,51.3350109,7.5747349,cache:nominatim,"Krupp, Allemagne",Sidérurgie — 1ère transformation,location should be normalized from 'Allemagne' to 'Germany'
MEDIUM,ROLE_HINT_VAGUE,49,4,Ens. Stowage latéral,acier,China Baowu,material,Chine,China,,35.8617,104.1954,cache:nominatim,"China Baowu, Chine",Matière première – acier primaire,role_hint 'material' is too vague; proposed canonical role: tier4_raw_material_or_tier3_first_transformation
LOW,LOCATION_NONSTANDARD_LABEL,49,4,Ens. Stowage latéral,acier,China Baowu,material,Chine,China,,35.8617,104.1954,cache:nominatim,"China Baowu, Chine",Matière première – acier primaire,location should be normalized from 'Chine' to 'China'
MEDIUM,COUNTRY_CENTROID_USED,49,4,Ens. Stowage latéral,acier,China Baowu,material,Chine,China,,35.8617,104.1954,cache:nominatim,"China Baowu, Chine",Matière première – acier primaire,coordinates are country centroid (China); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,49,6,Ens. Stowage latéral,acier,TATA Steel,tier4_raw_material,Inde,India,,22.8025,86.1854,manual,"Tata Steel Plant, P.O. Bistupur, Jamshedpur 831001, Jharkhand, India",Acier primaire,location should be normalized from 'Inde' to 'India'
LOW,LOCATION_NONSTANDARD_LABEL,49,8,Ens. Stowage latéral,acier,TATA Steel,tier4_raw_material,Inde,India,,22.7853607,86.1994836,nominatim,"Tata Steel, Jamshedpur, Golmuri-Cum-Jugsalai, East Singhbhum, Jharkhand, 831001, India",Acier primaire,location should be normalized from 'Inde' to 'India'
MEDIUM,COUNTRY_CENTROID_USED,49,17,Ens. Stowage latéral,acier,Schroth,tier2_second_transformation,USA,USA,,51.1657,10.4515,cache:nominatim,"Schroth, USA",Harnais de sécurité — sous-ensembles,coordinates are country centroid (Germany); not supplier/site precise
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,49,17,Ens. Stowage latéral,acier,Schroth,tier2_second_transformation,USA,USA,,51.1657,10.4515,cache:nominatim,"Schroth, USA",Harnais de sécurité — sous-ensembles,"lat/lon (51.1657,10.4515) are outside normalized location country USA"
LOW,LOCATION_NONSTANDARD_LABEL,49,18,Ens. Stowage latéral,acier,J&C Aero,tier1,Lituanie,Lithuania,,-20.5228026,-54.6480379,nominatim,"J&C Aero, Lituanie",Rétrofit / aménagement cabine (Tier 1),location should be normalized from 'Lituanie' to 'Lithuania'
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,49,18,Ens. Stowage latéral,acier,J&C Aero,tier1,Lituanie,Lithuania,,-20.5228026,-54.6480379,nominatim,"J&C Aero, Lituanie",Rétrofit / aménagement cabine (Tier 1),"lat/lon (-20.5228026,-54.6480379) are outside normalized location country Lithuania"
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,49,19,Ens. Stowage latéral,acier,Anjou Aéro,tier1,France,France,,39.7837304,-100.4458825,cache:nominatim,"Anjou Aéro, France",Fixations aéronautiques / sous-ensembles mécaniques,"lat/lon (39.7837304,-100.4458825) are outside normalized location country France"
MEDIUM,GEOCODE_PROVIDER_MISSING,49,21,Ens. Stowage latéral,acier,Ancra Aircraft,tier1,États-Unis,USA,,34.11167,-117.92529,,"Ancra Aircraft, Californie - USA",Systèmes cargo / aviation (Tier 1),geocode_provider is missing although coordinates may be present
LOW,LOCATION_NONSTANDARD_LABEL,49,21,Ens. Stowage latéral,acier,Ancra Aircraft,tier1,États-Unis,USA,,34.11167,-117.92529,,"Ancra Aircraft, Californie - USA",Systèmes cargo / aviation (Tier 1),location should be normalized from 'États-Unis' to 'USA'
LOW,LOCATION_NONSTANDARD_LABEL,49,22,Ens. Stowage latéral,acier,TA Aerospace,tier1,Californie - USA,USA,,34.0981156,-117.5480526,nominatim,"TA Aerospace, Californie - USA",Tubes / joints aéronautiques — Tier 1,location should be normalized from 'Californie - USA' to 'USA'
LOW,LOCATION_NONSTANDARD_LABEL,49,25,Ens. Stowage latéral,acier,SENIOR AEROSPACE,tier1,Thailande,Thailand,,13.0914,101.0108,manual,"789/115-116 Moo 1, Nongkham, Sriracha, Chonburi 20230, Thailand",Structures / tubes aéronautiques — Tier 1,location should be normalized from 'Thailande' to 'Thailand'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,49,34,Ens. Stowage latéral,acier,SAFRAN,oem,France,France,,49.2625,2.003,manual,"ZA de la Reine Blanche, 60149 Saint-Crépin-Ibouvillers, France",OEM (constructeur / intégrateur final),Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,49,35,Ens. Stowage latéral,acier,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,49,35,Ens. Stowage latéral,acier,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,49,35,Ens. Stowage latéral,acier,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
MEDIUM,ROLE_HINT_VAGUE,50,1,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,Alcoa (USA),material,USA,USA,,39.38,-99.12,manual,Alcoa USA (centroid),Aluminium primaire (site USA),role_hint 'material' is too vague; proposed canonical role: tier4_raw_material_or_tier3_first_transformation
LOW,LOCATION_NONSTANDARD_LABEL,50,7,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,SENIOR AEROSPACE,tier1,Thailande,Thailand,,13.0914,101.0108,manual,"789/115-116 Moo 1, Nongkham, Sriracha, Chonburi 20230, Thailand",Structures / tubes aéronautiques — Tier 1,location should be normalized from 'Thailande' to 'Thailand'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,50,8,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,50,8,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,50,8,ens. coque,de: aluminium cast part machining + tth compris dans le steel tinplated,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
MEDIUM,ROLE_HINT_VAGUE,51,1,Ens. Structure fauteuil,35NC6 (nickel-chrome),Alcoa (USA),material,USA,USA,,39.38,-99.12,manual,Alcoa USA (centroid),Aluminium primaire (site USA),role_hint 'material' is too vague; proposed canonical role: tier4_raw_material_or_tier3_first_transformation
LOW,LOCATION_NONSTANDARD_LABEL,51,2,Ens. Structure fauteuil,35NC6 (nickel-chrome),SENIOR AEROSPACE,tier1,Thailande,Thailand,,13.0914,101.0108,manual,"789/115-116 Moo 1, Nongkham, Sriracha, Chonburi 20230, Thailand",Structures / tubes aéronautiques — Tier 1,location should be normalized from 'Thailande' to 'Thailand'
LOW,LOCATION_NONSTANDARD_LABEL,51,5,Ens. Structure fauteuil,35NC6 (nickel-chrome),SUMPAR,tier2_second_transformation,Thailande,Thailand,,15.87,100.9925,cache:nominatim,"SUMPAR, Thailand",Pièces métalliques / fixations — sous-ensembles,location should be normalized from 'Thailande' to 'Thailand'
MEDIUM,COUNTRY_CENTROID_USED,51,5,Ens. Structure fauteuil,35NC6 (nickel-chrome),SUMPAR,tier2_second_transformation,Thailande,Thailand,,15.87,100.9925,cache:nominatim,"SUMPAR, Thailand",Pièces métalliques / fixations — sous-ensembles,coordinates are country centroid (Thailand); not supplier/site precise
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,51,6,Ens. Structure fauteuil,35NC6 (nickel-chrome),Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,51,6,Ens. Structure fauteuil,35NC6 (nickel-chrome),Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,51,6,Ens. Structure fauteuil,35NC6 (nickel-chrome),Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,52,1,Ens. Palette optimisée,acier,Saarstahl,tier4_raw_material,Allemagne,Germany,,49.3593951,7.1714727,cache:nominatim,"Saarstahl, Allemagne",Acier brut,location should be normalized from 'Allemagne' to 'Germany'
MEDIUM,ROLE_HINT_VAGUE,52,2,Ens. Palette optimisée,acier,Arcelor Mittal,material,Luxembourg,Luxembourg,,49.579589,6.1108861,cache:nominatim,"Arcelor Mittal, Luxembourg",Matière première – acier primaire,role_hint 'material' is too vague; proposed canonical role: tier4_raw_material_or_tier3_first_transformation
LOW,LOCATION_NONSTANDARD_LABEL,52,3,Ens. Palette optimisée,acier,Krupp,tier3_first_transformation,Allemagne,Germany,,51.3350109,7.5747349,cache:nominatim,"Krupp, Allemagne",Sidérurgie — 1ère transformation,location should be normalized from 'Allemagne' to 'Germany'
MEDIUM,ROLE_HINT_VAGUE,52,4,Ens. Palette optimisée,acier,China Baowu,material,Chine,China,,35.8617,104.1954,cache:nominatim,"China Baowu, Chine",Matière première – acier primaire,role_hint 'material' is too vague; proposed canonical role: tier4_raw_material_or_tier3_first_transformation
LOW,LOCATION_NONSTANDARD_LABEL,52,4,Ens. Palette optimisée,acier,China Baowu,material,Chine,China,,35.8617,104.1954,cache:nominatim,"China Baowu, Chine",Matière première – acier primaire,location should be normalized from 'Chine' to 'China'
MEDIUM,COUNTRY_CENTROID_USED,52,4,Ens. Palette optimisée,acier,China Baowu,material,Chine,China,,35.8617,104.1954,cache:nominatim,"China Baowu, Chine",Matière première – acier primaire,coordinates are country centroid (China); not supplier/site precise
LOW,LOCATION_NONSTANDARD_LABEL,52,6,Ens. Palette optimisée,acier,TATA Steel,tier4_raw_material,Inde,India,,22.8025,86.1854,manual,"Tata Steel Plant, P.O. Bistupur, Jamshedpur 831001, Jharkhand, India",Acier primaire,location should be normalized from 'Inde' to 'India'
LOW,LOCATION_NONSTANDARD_LABEL,52,8,Ens. Palette optimisée,acier,TATA Steel,tier4_raw_material,Inde,India,,22.7853607,86.1994836,nominatim,"Tata Steel, Jamshedpur, Golmuri-Cum-Jugsalai, East Singhbhum, Jharkhand, 831001, India",Acier primaire,location should be normalized from 'Inde' to 'India'
MEDIUM,COUNTRY_CENTROID_USED,52,17,Ens. Palette optimisée,acier,Schroth,tier2_second_transformation,USA,USA,,51.1657,10.4515,cache:nominatim,"Schroth, USA",Harnais de sécurité — sous-ensembles,coordinates are country centroid (Germany); not supplier/site precise
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,52,17,Ens. Palette optimisée,acier,Schroth,tier2_second_transformation,USA,USA,,51.1657,10.4515,cache:nominatim,"Schroth, USA",Harnais de sécurité — sous-ensembles,"lat/lon (51.1657,10.4515) are outside normalized location country USA"
LOW,LOCATION_NONSTANDARD_LABEL,52,18,Ens. Palette optimisée,acier,J&C Aero,tier1,Lituanie,Lithuania,,-20.5228026,-54.6480379,nominatim,"J&C Aero, Lituanie",Rétrofit / aménagement cabine (Tier 1),location should be normalized from 'Lituanie' to 'Lithuania'
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,52,18,Ens. Palette optimisée,acier,J&C Aero,tier1,Lituanie,Lithuania,,-20.5228026,-54.6480379,nominatim,"J&C Aero, Lituanie",Rétrofit / aménagement cabine (Tier 1),"lat/lon (-20.5228026,-54.6480379) are outside normalized location country Lithuania"
HIGH,COORDINATE_OUTSIDE_LOCATION_COUNTRY,52,19,Ens. Palette optimisée,acier,Anjou Aéro,tier1,France,France,,39.7837304,-100.4458825,cache:nominatim,"Anjou Aéro, France",Fixations aéronautiques / sous-ensembles mécaniques,"lat/lon (39.7837304,-100.4458825) are outside normalized location country France"
MEDIUM,GEOCODE_PROVIDER_MISSING,52,21,Ens. Palette optimisée,acier,Ancra Aircraft,tier1,États-Unis,USA,,34.11167,-117.92529,,"Ancra Aircraft, Californie - USA",Systèmes cargo / aviation (Tier 1),geocode_provider is missing although coordinates may be present
LOW,LOCATION_NONSTANDARD_LABEL,52,21,Ens. Palette optimisée,acier,Ancra Aircraft,tier1,États-Unis,USA,,34.11167,-117.92529,,"Ancra Aircraft, Californie - USA",Systèmes cargo / aviation (Tier 1),location should be normalized from 'États-Unis' to 'USA'
LOW,LOCATION_NONSTANDARD_LABEL,52,22,Ens. Palette optimisée,acier,TA Aerospace,tier1,Californie - USA,USA,,34.0981156,-117.5480526,nominatim,"TA Aerospace, Californie - USA",Tubes / joints aéronautiques — Tier 1,location should be normalized from 'Californie - USA' to 'USA'
LOW,LOCATION_NONSTANDARD_LABEL,52,25,Ens. Palette optimisée,acier,SENIOR AEROSPACE,tier1,Thailande,Thailand,,13.0914,101.0108,manual,"789/115-116 Moo 1, Nongkham, Sriracha, Chonburi 20230, Thailand",Structures / tubes aéronautiques — Tier 1,location should be normalized from 'Thailande' to 'Thailand'
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,52,34,Ens. Palette optimisée,acier,SAFRAN,oem,France,France,,49.2625,2.003,manual,"ZA de la Reine Blanche, 60149 Saint-Crépin-Ibouvillers, France",OEM (constructeur / intégrateur final),Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
LOW,OEM_ENTRY_IN_SUPPLIERS_LIST,52,35,Ens. Palette optimisée,acier,Safran,oem,France,France,,46.2276,2.2137,,,,Safran OEM/internal final integrator is stored in suppliers; keep separate from external supply tiers
MEDIUM,GEOCODE_PROVIDER_MISSING,52,35,Ens. Palette optimisée,acier,Safran,oem,France,France,,46.2276,2.2137,,,,geocode_provider is missing although coordinates may be present
MEDIUM,COUNTRY_CENTROID_USED,52,35,Ens. Palette optimisée,acier,Safran,oem,France,France,,46.2276,2.2137,,,,coordinates are country centroid (France); not supplier/site precise
