scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
all,106,Ensemble porte,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,107,Ens. Tablette cocktail,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,108,Ens. Tablette repas,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,109,Stowage assemblé avec porte,kydex,polymer_plastic,complete_direct,"T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group","T4=Shandong Loyal Chemical Co., Ltd. | ChemChina | Orbia / Mexichem | Bayer | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=SEKISUI KYDEX | Ensinger | DuPont de Nemours | Plastiforme | Plastiservice Charleroi | Plastiform > T1=ESPACE | Celso SAS | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group",T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,"Shandong Loyal Chemical Co., Ltd. [baseline_primary]",Toray Industries [baseline_primary],Ensinger [baseline_primary],ESPACE [baseline_primary],5,2,6,7,T4 alternates=4; T3 alternates=1; T2 alternates=5; T1 alternates=6; validate qualification/capacity/share before stress-test activation
all,110,Ens. Coque,NIDA - GLO (moulage par injection plastique),polymer_plastic,requires_bom_or_program_data,T4=Mitsubishi Chemical | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Ensinger | Plastiform | Plastitek > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | BASF > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Ensinger | Plastiform | Plastitek > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;T3;T2;OEM,T4;T3;T2;OEM,T1,,requires_bom_or_part_number,1,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],,2,2,5,0,T4 alternates=1; T3 alternates=1; T2 alternates=4; validate qualification/capacity/share before stress-test activation
all,111,Ceinture de sécurité,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,112,Support clamps,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,113,Ens. Stowage latéral,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,114,Ens. Palette optimisée,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,115,Ensemble porte,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,116,Ens. Structure fixe,35NC6 (nickel-chrome),steel,requires_certificate_or_routing,T4=MISSING > T3=MISSING > T2=MISSING > T1=MGA Villeneuve St Lot | ETS Gattefin | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=MISSING/UNMAPPED > T2=MISSING/UNMAPPED > T1=MGA Villeneuve St Lot | ETS Gattefin | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T1;OEM,T1;OEM,T4;T3;T2,,requires_material_certificate;requires_material_certificate;accepted_internalized_process,3,,,,MGA Villeneuve St Lot [baseline_primary],0,0,0,3,T1 alternates=2; validate qualification/capacity/share before stress-test activation
all,117,Ens. Tablette cocktail,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,118,Ens. Tablette repas,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,119,Ens. Têtière,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,120,Stowage assemblé avec porte,nylon,textile_leather,complete_direct,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | BASF | Arkema S.A > T3=Toray Industries > T2=Krohne | DuPont de Nemours | Ensinger | Vaisala | SCHROTH Safety Products | Plastiservice Charleroi > T1=Siemens | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | ETS Gattefin | ACH | SUMPAR | Groupe Segnere / SEGNERE Ade | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],AmSafe [baseline_primary],4,1,6,14,T4 alternates=3; T2 alternates=5; T1 alternates=13; validate qualification/capacity/share before stress-test activation
all,121,Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4),"Display, liquid crystal, 17 pouces",electronics_cots,requires_bom_or_program_data,T4=Mitsubishi Chemical | Total | Zijin Mining Group | BASF > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Auberon Technologies | Innoptec | Plastiservice Charleroi > T1=MISSING > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | Zijin Mining Group | BASF > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Auberon Technologies | Innoptec | Plastiservice Charleroi > T1=MISSING/UNMAPPED > OEM=Safran Seats / Safran internal group,T4;T3;T2;OEM,T4;T3;T2;OEM,T1,,requires_bom_or_part_number,1,Mitsubishi Chemical [baseline_primary],Aurubis [baseline_primary],Krohne [baseline_primary],,4,4,5,0,T4 alternates=3; T3 alternates=3; T2 alternates=4; validate qualification/capacity/share before stress-test activation
all,122,Ens. Structure fixe,acier,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
